"pe","participant","conf","study","N","corrAns","sd","se","ci"
"medPE","49","4","Experiment 2",1,1,NA,NA,NA
"medPE","50","1","Experiment 2",1,0,NA,NA,NA
"medPE","50","2","Experiment 2",4,0.5,0.577350269189626,0.288675134594813,0.918693115518539
"medPE","50","3","Experiment 2",6,0.166666666666667,0.408248290463863,0.166666666666667,0.428430305939386
"medPE","50","4","Experiment 2",5,0.2,0.447213595499958,0.2,0.555289021039559
"medPE","51","1","Experiment 2",2,0.5,0.707106781186548,0.5,6.35310236808735
"medPE","51","2","Experiment 2",6,0.833333333333333,0.408248290463863,0.166666666666667,0.428430305939386
"medPE","51","3","Experiment 2",7,0.571428571428571,0.534522483824849,0.202030508910442,0.49435084654581
"medPE","51","4","Experiment 2",1,1,NA,NA,NA
"medPE","52","1","Experiment 2",1,1,NA,NA,NA
"medPE","52","3","Experiment 2",1,0,NA,NA,NA
"medPE","52","4","Experiment 2",14,0,0,0,0
"medPE","53","1","Experiment 2",3,0.666666666666667,0.577350269189626,0.333333333333333,1.43421757658315
"medPE","53","2","Experiment 2",2,1,0,0,0
"medPE","53","3","Experiment 2",2,0.5,0.707106781186548,0.5,6.35310236808735
"medPE","53","4","Experiment 2",9,0.111111111111111,0.333333333333333,0.111111111111111,0.256222681689352
"medPE","54","2","Experiment 2",6,0.5,0.547722557505166,0.223606797749979,0.574799572620899
"medPE","54","3","Experiment 2",2,1,0,0,0
"medPE","54","4","Experiment 2",8,1,0,0,0
"medPE","55","1","Experiment 2",1,1,NA,NA,NA
"medPE","55","2","Experiment 2",9,0.777777777777778,0.440958551844098,0.146986183948033,0.338950748002044
"medPE","55","3","Experiment 2",4,0.75,0.5,0.25,0.795611576320927
"medPE","55","4","Experiment 2",2,1,0,0,0
"medPE","56","1","Experiment 2",3,0,0,0,0
"medPE","56","2","Experiment 2",2,0.5,0.707106781186548,0.5,6.35310236808735
"medPE","56","3","Experiment 2",8,0.75,0.462910049886276,0.163663417676994,0.38700248653758
"medPE","56","4","Experiment 2",2,0.5,0.707106781186548,0.5,6.35310236808735
"medPE","57","1","Experiment 2",1,1,NA,NA,NA
"medPE","57","2","Experiment 2",9,1,0,0,0
"medPE","57","3","Experiment 2",5,0.8,0.447213595499958,0.2,0.555289021039559
"medPE","57","4","Experiment 2",1,1,NA,NA,NA
"medPE","58","1","Experiment 2",2,0.5,0.707106781186548,0.5,6.35310236808735
"medPE","58","2","Experiment 2",6,0.5,0.547722557505166,0.223606797749979,0.574799572620899
"medPE","58","3","Experiment 2",5,0.4,0.547722557505166,0.244948974278318,0.680087380658256
"medPE","58","4","Experiment 2",3,1,0,0,0
"medPE","59","1","Experiment 2",1,1,NA,NA,NA
"medPE","59","2","Experiment 2",9,0.666666666666667,0.5,0.166666666666667,0.384334022534028
"medPE","59","3","Experiment 2",5,0.6,0.547722557505166,0.244948974278318,0.680087380658256
"medPE","59","4","Experiment 2",1,0,NA,NA,NA
"medPE","60","2","Experiment 2",4,0.25,0.5,0.25,0.795611576320927
"medPE","60","3","Experiment 2",7,1,0,0,0
"medPE","60","4","Experiment 2",5,0.8,0.447213595499958,0.2,0.555289021039559
"medPE","61","1","Experiment 2",2,1,0,0,0
"medPE","61","2","Experiment 2",9,0.444444444444444,0.52704627669473,0.175682092231577,0.405123631167335
"medPE","61","3","Experiment 2",3,1,0,0,0
"medPE","61","4","Experiment 2",2,0,0,0,0
"medPE","62","1","Experiment 2",15,0.533333333333333,0.516397779494322,0.133333333333333,0.28597155838904
"medPE","62","2","Experiment 2",1,1,NA,NA,NA
"medPE","63","1","Experiment 2",1,1,NA,NA,NA
"medPE","63","2","Experiment 2",5,0.6,0.547722557505166,0.244948974278318,0.680087380658256
"medPE","63","3","Experiment 2",6,0.333333333333333,0.516397779494322,0.210818510677892,0.541926234164489
"medPE","63","4","Experiment 2",4,0.25,0.5,0.25,0.795611576320927
"highPE","3201","1","Experiment 1",15,1,0,0,0
"highPE","3201","2","Experiment 1",5,0.6,0.547722557505166,0.244948974278318,0.680087380658256
"highPE","3201","3","Experiment 1",3,0.666666666666667,0.577350269189626,0.333333333333333,1.43421757658315
"highPE","3201","4","Experiment 1",1,0,NA,NA,NA
"highPE","3202","1","Experiment 1",6,1,0,0,0
"highPE","3202","2","Experiment 1",14,0.928571428571429,0.267261241912424,0.0714285714285714,0.154312046890199
"highPE","3202","3","Experiment 1",4,0.5,0.577350269189626,0.288675134594813,0.918693115518539
"highPE","3203","1","Experiment 1",12,1,0,0,0
"highPE","3203","2","Experiment 1",4,1,0,0,0
"highPE","3203","3","Experiment 1",5,0.4,0.547722557505166,0.244948974278318,0.680087380658256
"highPE","3203","4","Experiment 1",3,1,0,0,0
"highPE","3204","1","Experiment 1",7,0.857142857142857,0.377964473009227,0.142857142857143,0.349558835877853
"highPE","3204","2","Experiment 1",15,0.6,0.50709255283711,0.130930734141595,0.280818495626199
"highPE","3204","4","Experiment 1",2,0.5,0.707106781186548,0.5,6.35310236808735
"highPE","3205","1","Experiment 1",8,1,0,0,0
"highPE","3205","2","Experiment 1",5,0.8,0.447213595499958,0.2,0.555289021039559
"highPE","3205","3","Experiment 1",9,0.666666666666667,0.5,0.166666666666667,0.384334022534028
"highPE","3205","4","Experiment 1",1,1,NA,NA,NA
"highPE","3206","1","Experiment 1",7,0.857142857142857,0.377964473009227,0.142857142857143,0.349558835877853
"highPE","3206","2","Experiment 1",13,0.692307692307692,0.480384461415261,0.133234677505298,0.29029342470512
"highPE","3206","3","Experiment 1",4,0,0,0,0
"highPE","3207","1","Experiment 1",12,0.916666666666667,0.288675134594813,0.0833333333333333,0.183415430007637
"highPE","3207","2","Experiment 1",8,0.75,0.462910049886276,0.163663417676994,0.38700248653758
"highPE","3207","3","Experiment 1",4,0.75,0.5,0.25,0.795611576320927
"highPE","3208","1","Experiment 1",20,0.85,0.366347548532523,0.0819178021909125,0.171455930469842
"highPE","3208","2","Experiment 1",1,0,NA,NA,NA
"highPE","3208","3","Experiment 1",3,1,0,0,0
"highPE","3209","1","Experiment 1",7,0.857142857142857,0.377964473009227,0.142857142857143,0.349558835877853
"highPE","3209","2","Experiment 1",11,0.909090909090909,0.301511344577764,0.0909090909090909,0.202558077453298
"highPE","3209","3","Experiment 1",4,0.75,0.5,0.25,0.795611576320927
"highPE","3209","4","Experiment 1",2,1,0,0,0
"highPE","3232","1","Experiment 1",4,1,0,0,0
"highPE","3232","2","Experiment 1",2,0.5,0.707106781186548,0.5,6.35310236808735
"highPE","3232","3","Experiment 1",14,0.428571428571429,0.513552591013095,0.137252703261503,0.29651643814094
"highPE","3232","4","Experiment 1",4,0.5,0.577350269189626,0.288675134594813,0.918693115518539
"highPE","3234","1","Experiment 1",11,1,0,0,0
"highPE","3234","2","Experiment 1",5,0.8,0.447213595499958,0.2,0.555289021039559
"highPE","3234","3","Experiment 1",7,0.571428571428571,0.534522483824849,0.202030508910442,0.49435084654581
"highPE","3235","1","Experiment 1",10,0.9,0.316227766016838,0.1,0.22621571627982
"highPE","3235","2","Experiment 1",7,0.714285714285714,0.487950036474267,0.184427778390829,0.451278516624858
"highPE","3235","3","Experiment 1",7,0.714285714285714,0.487950036474267,0.184427778390829,0.451278516624858
"highPE","3236","1","Experiment 1",14,0.857142857142857,0.363136519601281,0.0970523172123939,0.20966878414274
"highPE","3236","2","Experiment 1",5,0.8,0.447213595499958,0.2,0.555289021039559
"highPE","3236","3","Experiment 1",3,0.333333333333333,0.577350269189626,0.333333333333333,1.43421757658315
"highPE","3236","4","Experiment 1",2,0,0,0,0
"highPE","3237","1","Experiment 1",7,0.714285714285714,0.487950036474267,0.184427778390829,0.451278516624858
"highPE","3237","2","Experiment 1",7,0.571428571428571,0.534522483824849,0.202030508910442,0.49435084654581
"highPE","3237","3","Experiment 1",8,0.875,0.353553390593274,0.125,0.295578031449098
"highPE","3237","4","Experiment 1",2,0,0,0,0
"highPE","3239","1","Experiment 1",8,0.75,0.462910049886276,0.163663417676994,0.38700248653758
"highPE","3239","2","Experiment 1",4,0.5,0.577350269189626,0.288675134594813,0.918693115518539
"highPE","3239","3","Experiment 1",8,0.75,0.462910049886276,0.163663417676994,0.38700248653758
"highPE","3239","4","Experiment 1",4,0.75,0.5,0.25,0.795611576320927
"highPE","3240","1","Experiment 1",16,1,0,0,0
"highPE","3240","2","Experiment 1",4,0.5,0.577350269189626,0.288675134594813,0.918693115518539
"highPE","3240","3","Experiment 1",2,0.5,0.707106781186548,0.5,6.35310236808735
"highPE","3240","4","Experiment 1",1,0,NA,NA,NA
"highPE","3241","1","Experiment 1",4,1,0,0,0
"highPE","3241","2","Experiment 1",10,0.7,0.483045891539648,0.152752523165195,0.345550214413644
"highPE","3241","3","Experiment 1",10,0.6,0.516397779494322,0.163299316185545,0.36940871778918
"highPE","3243","1","Experiment 1",7,0.857142857142857,0.377964473009227,0.142857142857143,0.349558835877853
"highPE","3243","2","Experiment 1",8,0.5,0.534522483824849,0.188982236504614,0.446871979559052
"highPE","3243","3","Experiment 1",8,0.625,0.517549169506766,0.18298126367785,0.432681933679738
"highPE","3244","1","Experiment 1",4,1,0,0,0
"highPE","3244","2","Experiment 1",15,0.666666666666667,0.487950036474267,0.125988157669742,0.270217723405353
"highPE","3244","3","Experiment 1",4,0.25,0.5,0.25,0.795611576320927
"highPE","3246","1","Experiment 1",20,0.9,0.307793505625546,0.0688247201611685,0.144051794835246
"highPE","3246","2","Experiment 1",3,1,0,0,0
"highPE","3248","1","Experiment 1",15,0.733333333333333,0.457737708217063,0.118187368057056,0.253486693688815
"highPE","3248","2","Experiment 1",5,0.4,0.547722557505166,0.244948974278318,0.680087380658256
"highPE","3248","3","Experiment 1",2,1,0,0,0
"highPE","3248","4","Experiment 1",2,0.5,0.707106781186548,0.5,6.35310236808735
"highPE","3249","1","Experiment 1",12,0.75,0.452267016866645,0.130558241966773,0.287356753096522
"highPE","3249","2","Experiment 1",6,0.833333333333333,0.408248290463863,0.166666666666667,0.428430305939386
"highPE","3249","3","Experiment 1",6,0.166666666666667,0.408248290463863,0.166666666666667,0.428430305939386
"highPE","3250","1","Experiment 1",2,1,0,0,0
"highPE","3250","2","Experiment 1",11,0.636363636363636,0.504524979109513,0.152120004824377,0.338944492913535
"highPE","3250","3","Experiment 1",10,0.8,0.421637021355784,0.133333333333333,0.301620955039761
"highPE","3250","4","Experiment 1",1,1,NA,NA,NA
"highPE","3251","1","Experiment 1",8,1,0,0,0
"highPE","3251","2","Experiment 1",4,1,0,0,0
"highPE","3251","3","Experiment 1",9,0.555555555555556,0.52704627669473,0.175682092231577,0.405123631167335
"highPE","3251","4","Experiment 1",3,0.333333333333333,0.577350269189626,0.333333333333333,1.43421757658315
"highPE","3252","1","Experiment 1",20,1,0,0,0
"highPE","3252","3","Experiment 1",3,0.666666666666667,0.577350269189626,0.333333333333333,1.43421757658315
"highPE","3252","4","Experiment 1",1,1,NA,NA,NA
"highPE","3253","1","Experiment 1",10,1,0,0,0
"highPE","3253","2","Experiment 1",8,0.875,0.353553390593274,0.125,0.295578031449098
"highPE","3253","3","Experiment 1",5,0.8,0.447213595499958,0.2,0.555289021039559
"highPE","3253","4","Experiment 1",1,0,NA,NA,NA
"highPE","3254","1","Experiment 1",8,0.625,0.517549169506766,0.18298126367785,0.432681933679738
"highPE","3254","2","Experiment 1",5,0.6,0.547722557505166,0.244948974278318,0.680087380658256
"highPE","3254","3","Experiment 1",4,0.25,0.5,0.25,0.795611576320927
"highPE","3254","4","Experiment 1",7,0.571428571428571,0.534522483824849,0.202030508910442,0.49435084654581
"highPE","3255","1","Experiment 1",17,0.941176470588235,0.242535625036333,0.0588235294117647,0.124700311718897
"highPE","3255","2","Experiment 1",5,0.4,0.547722557505166,0.244948974278318,0.680087380658256
"highPE","3255","3","Experiment 1",2,0,0,0,0
"highPE","3257","1","Experiment 1",16,0.875,0.341565025531987,0.0853912563829966,0.182007154612316
"highPE","3257","2","Experiment 1",7,0.571428571428571,0.534522483824849,0.202030508910442,0.49435084654581
"highPE","3257","3","Experiment 1",1,0,NA,NA,NA
"highPE","3258","1","Experiment 1",9,0.777777777777778,0.440958551844098,0.146986183948033,0.338950748002044
"highPE","3258","2","Experiment 1",6,0.666666666666667,0.516397779494322,0.210818510677892,0.541926234164489
"highPE","3258","3","Experiment 1",6,0.833333333333333,0.408248290463863,0.166666666666667,0.428430305939386
"highPE","3258","4","Experiment 1",3,0.333333333333333,0.577350269189626,0.333333333333333,1.43421757658315
"highPE","3259","1","Experiment 1",13,0.769230769230769,0.438529009653515,0.12162606385263,0.265000428344036
"highPE","3259","2","Experiment 1",8,0.375,0.517549169506766,0.18298126367785,0.432681933679738
"highPE","3259","3","Experiment 1",3,1,0,0,0
"highPE","3260","1","Experiment 1",14,1,0,0,0
"highPE","3260","2","Experiment 1",5,0.6,0.547722557505166,0.244948974278318,0.680087380658256
"highPE","3260","3","Experiment 1",5,0.8,0.447213595499958,0.2,0.555289021039559
"highPE","3261","1","Experiment 1",7,1,0,0,0
"highPE","3261","2","Experiment 1",4,1,0,0,0
"highPE","3261","3","Experiment 1",4,1,0,0,0
"highPE","3261","4","Experiment 1",9,0.555555555555556,0.52704627669473,0.175682092231577,0.405123631167335
"highPE","3262","1","Experiment 1",11,1,0,0,0
"highPE","3262","2","Experiment 1",6,0.666666666666667,0.516397779494322,0.210818510677892,0.541926234164489
"highPE","3262","3","Experiment 1",5,0.6,0.547722557505166,0.244948974278318,0.680087380658256
"highPE","3262","4","Experiment 1",2,1,0,0,0
"highPE","3264","1","Experiment 1",12,0.583333333333333,0.514928650544437,0.148647097502641,0.327170055694007
"highPE","3264","2","Experiment 1",6,0.666666666666667,0.516397779494322,0.210818510677892,0.541926234164489
"highPE","3264","3","Experiment 1",6,0.333333333333333,0.516397779494322,0.210818510677892,0.541926234164489
"highPE","3268","1","Experiment 1",7,0.857142857142857,0.377964473009227,0.142857142857143,0.349558835877853
"highPE","3268","2","Experiment 1",5,1,0,0,0
"highPE","3268","3","Experiment 1",11,0.727272727272727,0.467099366496914,0.140835758043906,0.313801624246565
"highPE","3268","4","Experiment 1",1,1,NA,NA,NA
"highPE","3270","1","Experiment 1",3,1,0,0,0
"highPE","3270","2","Experiment 1",10,0.6,0.516397779494322,0.163299316185545,0.36940871778918
"highPE","3270","3","Experiment 1",7,0.857142857142857,0.377964473009227,0.142857142857143,0.349558835877853
"highPE","3270","4","Experiment 1",4,0.75,0.5,0.25,0.795611576320927
"highPE","3271","1","Experiment 1",12,0.916666666666667,0.288675134594813,0.0833333333333333,0.183415430007637
"highPE","3271","2","Experiment 1",5,1,0,0,0
"highPE","3271","3","Experiment 1",5,0.6,0.547722557505166,0.244948974278318,0.680087380658256
"highPE","3271","4","Experiment 1",2,0.5,0.707106781186548,0.5,6.35310236808735
"highPE","3272","1","Experiment 1",17,0.823529411764706,0.392952623996688,0.0953050102707038,0.202037596315201
"highPE","3272","2","Experiment 1",4,0.5,0.577350269189626,0.288675134594813,0.918693115518539
"highPE","3272","3","Experiment 1",3,0.666666666666667,0.577350269189626,0.333333333333333,1.43421757658315
"highPE","3273","1","Experiment 1",12,0.833333333333333,0.389249472080761,0.112366643743874,0.24731731536957
"highPE","3273","2","Experiment 1",2,1,0,0,0
"highPE","3273","3","Experiment 1",4,0.25,0.5,0.25,0.795611576320927
"highPE","3273","4","Experiment 1",6,0.5,0.547722557505166,0.223606797749979,0.574799572620899
"highPE","3274","1","Experiment 1",6,1,0,0,0
"highPE","3274","2","Experiment 1",7,0.714285714285714,0.487950036474267,0.184427778390829,0.451278516624858
"highPE","3274","3","Experiment 1",10,0.4,0.516397779494322,0.163299316185545,0.36940871778918
"highPE","3274","4","Experiment 1",1,1,NA,NA,NA
"highPE","3280","1","Experiment 1",18,0.833333333333333,0.383482494423685,0.0903876907577734,0.190701358005131
"highPE","3280","2","Experiment 1",2,1,0,0,0
"highPE","3280","3","Experiment 1",4,0.25,0.5,0.25,0.795611576320927
"highPE","6401","1","Experiment 1",14,0.857142857142857,0.363136519601281,0.0970523172123939,0.20966878414274
"highPE","6401","2","Experiment 1",9,0.444444444444444,0.52704627669473,0.175682092231577,0.405123631167335
"highPE","6401","3","Experiment 1",1,1,NA,NA,NA
"highPE","6402","1","Experiment 1",16,0.75,0.447213595499958,0.111803398874989,0.238303303724135
"highPE","6402","2","Experiment 1",3,0.666666666666667,0.577350269189626,0.333333333333333,1.43421757658315
"highPE","6402","3","Experiment 1",5,0.4,0.547722557505166,0.244948974278318,0.680087380658256
"highPE","6405","1","Experiment 1",6,1,0,0,0
"highPE","6405","2","Experiment 1",10,0.7,0.483045891539648,0.152752523165195,0.345550214413644
"highPE","6405","3","Experiment 1",6,0.833333333333333,0.408248290463863,0.166666666666667,0.428430305939386
"highPE","6405","4","Experiment 1",2,0.5,0.707106781186548,0.5,6.35310236808735
"highPE","6407","1","Experiment 1",9,0.777777777777778,0.440958551844098,0.146986183948033,0.338950748002044
"highPE","6407","2","Experiment 1",9,0.555555555555556,0.52704627669473,0.175682092231577,0.405123631167335
"highPE","6407","3","Experiment 1",5,0.4,0.547722557505166,0.244948974278318,0.680087380658256
"highPE","6407","4","Experiment 1",1,1,NA,NA,NA
"highPE","9633","1","Experiment 1",12,0.916666666666667,0.288675134594813,0.0833333333333333,0.183415430007637
"highPE","9633","2","Experiment 1",9,0.888888888888889,0.333333333333333,0.111111111111111,0.256222681689352
"highPE","9633","3","Experiment 1",2,0.5,0.707106781186548,0.5,6.35310236808735
"highPE","9633","4","Experiment 1",1,1,NA,NA,NA
"highPE","9636","1","Experiment 1",14,0.785714285714286,0.42581531362632,0.113803929545099,0.245858442371531
"highPE","9636","2","Experiment 1",6,0.833333333333333,0.408248290463863,0.166666666666667,0.428430305939386
"highPE","9636","3","Experiment 1",4,0.5,0.577350269189626,0.288675134594813,0.918693115518539
"highPE","9637","1","Experiment 1",4,1,0,0,0
"highPE","9637","2","Experiment 1",8,0.625,0.517549169506766,0.18298126367785,0.432681933679738
"highPE","9637","3","Experiment 1",10,0.5,0.52704627669473,0.166666666666667,0.377026193799701
"highPE","9637","4","Experiment 1",2,0,0,0,0
"highPE","9639","1","Experiment 1",9,0.888888888888889,0.333333333333333,0.111111111111111,0.256222681689352
"highPE","9639","2","Experiment 1",3,0.666666666666667,0.577350269189626,0.333333333333333,1.43421757658315
"highPE","9639","3","Experiment 1",6,0.5,0.547722557505166,0.223606797749979,0.574799572620899
"highPE","9639","4","Experiment 1",6,0.166666666666667,0.408248290463863,0.166666666666667,0.428430305939386
"highPE","1","2","Experiment 2",5,0.2,0.447213595499958,0.2,0.555289021039559
"highPE","1","3","Experiment 2",5,0,0,0,0
"highPE","1","4","Experiment 2",6,0.5,0.547722557505166,0.223606797749979,0.574799572620899
"highPE","2","1","Experiment 2",2,1,0,0,0
"highPE","2","2","Experiment 2",2,1,0,0,0
"highPE","2","3","Experiment 2",5,0.6,0.547722557505166,0.244948974278318,0.680087380658256
"highPE","2","4","Experiment 2",7,0.285714285714286,0.487950036474267,0.184427778390829,0.451278516624858
"highPE","5","3","Experiment 2",9,0.111111111111111,0.333333333333333,0.111111111111111,0.256222681689352
"highPE","5","4","Experiment 2",7,0,0,0,0
"highPE","7","2","Experiment 2",7,0.428571428571429,0.534522483824849,0.202030508910442,0.49435084654581
"highPE","7","3","Experiment 2",8,0,0,0,0
"highPE","7","4","Experiment 2",1,0,NA,NA,NA
"highPE","8","2","Experiment 2",6,0.5,0.547722557505166,0.223606797749979,0.574799572620899
"highPE","8","3","Experiment 2",4,0.75,0.5,0.25,0.795611576320927
"highPE","8","4","Experiment 2",6,0,0,0,0
"highPE","9","1","Experiment 2",1,0,NA,NA,NA
"highPE","9","2","Experiment 2",5,0.2,0.447213595499958,0.2,0.555289021039559
"highPE","9","3","Experiment 2",5,0.8,0.447213595499958,0.2,0.555289021039559
"highPE","9","4","Experiment 2",5,0.4,0.547722557505166,0.244948974278318,0.680087380658256
"highPE","10","1","Experiment 2",5,0,0,0,0
"highPE","10","2","Experiment 2",2,0.5,0.707106781186548,0.5,6.35310236808735
"highPE","10","3","Experiment 2",5,0.4,0.547722557505166,0.244948974278318,0.680087380658256
"highPE","10","4","Experiment 2",4,1,0,0,0
"highPE","11","2","Experiment 2",4,0.5,0.577350269189626,0.288675134594813,0.918693115518539
"highPE","11","3","Experiment 2",10,0.2,0.421637021355784,0.133333333333333,0.301620955039761
"highPE","11","4","Experiment 2",2,0,0,0,0
"highPE","12","2","Experiment 2",2,0,0,0,0
"highPE","12","3","Experiment 2",9,0.555555555555556,0.52704627669473,0.175682092231577,0.405123631167335
"highPE","12","4","Experiment 2",5,0.6,0.547722557505166,0.244948974278318,0.680087380658256
"highPE","13","2","Experiment 2",1,0,NA,NA,NA
"highPE","13","3","Experiment 2",1,0,NA,NA,NA
"highPE","13","4","Experiment 2",14,0.214285714285714,0.42581531362632,0.113803929545099,0.245858442371531
"highPE","14","2","Experiment 2",3,0.666666666666667,0.577350269189626,0.333333333333333,1.43421757658315
"highPE","14","3","Experiment 2",8,0,0,0,0
"highPE","14","4","Experiment 2",5,0.4,0.547722557505166,0.244948974278318,0.680087380658256
"highPE","15","2","Experiment 2",16,0.375,0.5,0.125,0.266431193194972
"highPE","17","1","Experiment 2",3,0,0,0,0
"highPE","17","2","Experiment 2",3,0,0,0,0
"highPE","17","3","Experiment 2",7,0.142857142857143,0.377964473009227,0.142857142857143,0.349558835877853
"highPE","17","4","Experiment 2",3,0,0,0,0
"highPE","18","1","Experiment 2",2,0,0,0,0
"highPE","18","2","Experiment 2",8,0.5,0.534522483824849,0.188982236504614,0.446871979559052
"highPE","18","3","Experiment 2",5,0.4,0.547722557505166,0.244948974278318,0.680087380658256
"highPE","18","4","Experiment 2",1,0,NA,NA,NA
"highPE","19","2","Experiment 2",9,0.777777777777778,0.440958551844098,0.146986183948033,0.338950748002044
"highPE","19","3","Experiment 2",5,0.2,0.447213595499958,0.2,0.555289021039559
"highPE","19","4","Experiment 2",2,0.5,0.707106781186548,0.5,6.35310236808735
"highPE","20","1","Experiment 2",2,0.5,0.707106781186548,0.5,6.35310236808735
"highPE","20","2","Experiment 2",5,0.4,0.547722557505166,0.244948974278318,0.680087380658256
"highPE","20","3","Experiment 2",5,0.4,0.547722557505166,0.244948974278318,0.680087380658256
"highPE","20","4","Experiment 2",4,0.5,0.577350269189626,0.288675134594813,0.918693115518539
"highPE","21","1","Experiment 2",6,0.666666666666667,0.516397779494322,0.210818510677892,0.541926234164489
"highPE","21","2","Experiment 2",8,0.625,0.517549169506766,0.18298126367785,0.432681933679738
"highPE","21","3","Experiment 2",2,0.5,0.707106781186548,0.5,6.35310236808735
"highPE","22","1","Experiment 2",9,0.777777777777778,0.440958551844098,0.146986183948033,0.338950748002044
"highPE","22","2","Experiment 2",3,0.666666666666667,0.577350269189626,0.333333333333333,1.43421757658315
"highPE","22","3","Experiment 2",3,0,0,0,0
"highPE","22","4","Experiment 2",1,1,NA,NA,NA
"highPE","24","1","Experiment 2",6,0.666666666666667,0.516397779494322,0.210818510677892,0.541926234164489
"highPE","24","2","Experiment 2",3,0,0,0,0
"highPE","24","3","Experiment 2",5,0,0,0,0
"highPE","24","4","Experiment 2",2,0,0,0,0
"highPE","25","1","Experiment 2",2,1,0,0,0
"highPE","25","2","Experiment 2",1,0,NA,NA,NA
"highPE","25","3","Experiment 2",2,0,0,0,0
"highPE","25","4","Experiment 2",11,0.0909090909090909,0.301511344577764,0.0909090909090909,0.202558077453298
"highPE","26","1","Experiment 2",7,0.571428571428571,0.534522483824849,0.202030508910442,0.49435084654581
"highPE","26","2","Experiment 2",6,0.666666666666667,0.516397779494322,0.210818510677892,0.541926234164489
"highPE","26","3","Experiment 2",1,1,NA,NA,NA
"highPE","26","4","Experiment 2",2,0.5,0.707106781186548,0.5,6.35310236808735
"highPE","27","1","Experiment 2",5,0.6,0.547722557505166,0.244948974278318,0.680087380658256
"highPE","27","2","Experiment 2",1,1,NA,NA,NA
"highPE","27","3","Experiment 2",8,0.75,0.462910049886276,0.163663417676994,0.38700248653758
"highPE","27","4","Experiment 2",1,1,NA,NA,NA
"highPE","28","1","Experiment 2",3,0.666666666666667,0.577350269189626,0.333333333333333,1.43421757658315
"highPE","28","2","Experiment 2",7,0.571428571428571,0.534522483824849,0.202030508910442,0.49435084654581
"highPE","28","3","Experiment 2",3,0.333333333333333,0.577350269189626,0.333333333333333,1.43421757658315
"highPE","28","4","Experiment 2",3,0.333333333333333,0.577350269189626,0.333333333333333,1.43421757658315
"highPE","29","1","Experiment 2",2,0.5,0.707106781186548,0.5,6.35310236808735
"highPE","29","2","Experiment 2",3,0.333333333333333,0.577350269189626,0.333333333333333,1.43421757658315
"highPE","29","3","Experiment 2",3,1,0,0,0
"highPE","29","4","Experiment 2",8,0.125,0.353553390593274,0.125,0.295578031449098
"highPE","30","1","Experiment 2",1,0,NA,NA,NA
"highPE","30","2","Experiment 2",5,0.4,0.547722557505166,0.244948974278318,0.680087380658256
"highPE","30","3","Experiment 2",9,0.333333333333333,0.5,0.166666666666667,0.384334022534028
"highPE","30","4","Experiment 2",1,0,NA,NA,NA
"highPE","31","1","Experiment 2",7,0,0,0,0
"highPE","31","2","Experiment 2",7,0.428571428571429,0.534522483824849,0.202030508910442,0.49435084654581
"highPE","31","3","Experiment 2",1,1,NA,NA,NA
"highPE","31","4","Experiment 2",1,0,NA,NA,NA
"highPE","32","1","Experiment 2",1,0,NA,NA,NA
"highPE","32","2","Experiment 2",1,1,NA,NA,NA
"highPE","32","3","Experiment 2",8,0.625,0.517549169506766,0.18298126367785,0.432681933679738
"highPE","32","4","Experiment 2",6,0.333333333333333,0.516397779494322,0.210818510677892,0.541926234164489
"highPE","33","1","Experiment 2",3,0,0,0,0
"highPE","33","2","Experiment 2",1,1,NA,NA,NA
"highPE","33","3","Experiment 2",11,0.454545454545455,0.522232967867094,0.157459164324443,0.350840881632583
"highPE","33","4","Experiment 2",1,1,NA,NA,NA
"highPE","35","2","Experiment 2",8,0.5,0.534522483824849,0.188982236504614,0.446871979559052
"highPE","35","3","Experiment 2",6,0.166666666666667,0.408248290463863,0.166666666666667,0.428430305939386
"highPE","35","4","Experiment 2",2,0,0,0,0
"highPE","37","1","Experiment 2",2,0,0,0,0
"highPE","37","2","Experiment 2",2,0,0,0,0
"highPE","37","3","Experiment 2",10,0,0,0,0
"highPE","37","4","Experiment 2",2,0,0,0,0
"highPE","38","1","Experiment 2",4,0.5,0.577350269189626,0.288675134594813,0.918693115518539
"highPE","38","3","Experiment 2",1,1,NA,NA,NA
"highPE","38","4","Experiment 2",11,0.545454545454545,0.522232967867094,0.157459164324443,0.350840881632583
"highPE","40","3","Experiment 2",10,0.2,0.421637021355784,0.133333333333333,0.301620955039761
"highPE","40","4","Experiment 2",6,0,0,0,0
"highPE","41","1","Experiment 2",2,0,0,0,0
"highPE","41","2","Experiment 2",4,1,0,0,0
"highPE","41","3","Experiment 2",3,0.666666666666667,0.577350269189626,0.333333333333333,1.43421757658315
"highPE","41","4","Experiment 2",7,0.571428571428571,0.534522483824849,0.202030508910442,0.49435084654581
"highPE","42","1","Experiment 2",2,0,0,0,0
"highPE","42","2","Experiment 2",9,0.444444444444444,0.52704627669473,0.175682092231577,0.405123631167335
"highPE","42","3","Experiment 2",3,0.666666666666667,0.577350269189626,0.333333333333333,1.43421757658315
"highPE","42","4","Experiment 2",2,1,0,0,0
"highPE","43","1","Experiment 2",7,0.285714285714286,0.487950036474267,0.184427778390829,0.451278516624858
"highPE","43","2","Experiment 2",4,0.5,0.577350269189626,0.288675134594813,0.918693115518539
"highPE","43","3","Experiment 2",3,0.333333333333333,0.577350269189626,0.333333333333333,1.43421757658315
